"RegNo","Category1","Category2","Genre1","Genre2","Genre3","Latitude","Longitude","Name","ZipCode","Adress1","Adress2","Adress3","Adress4","BusinessTime","RegularHoliday","Tel","Email","BarrierFree","BarrierFreeOther","OfficialSite","URL","URL2","Remarks","WiFiAvailability","SSID","WiFiUseLocation","EncryptionFlag","AuthenticationFlag","FilteringFlag","ChargingOutletFlag","CarrierWiFi","PR","Access","ParkingFlag","ParkingInformation","Credit","CreditList","Photo1","Photo2","Photo3","ForeignLanguages","ForeignLanguagesOther","Gourmet","TotalSseats","PrivateRoom","Budget","Cigarette","ChildSupport","ChildSupportOther","TatamiRoom","ForeignLanguageMenu","Vegetarian","KindHotSpring","Facilities","FacilitiesOther","BathingFee","TimeToEnjoy","ExperienceFee","AccommodationFee","TypeRoom","HotSpringsFlag","HotSpringsUtilizationTime","PickUp","TVViewing","CurrencyExchange","OverseasATM","DutyFree","Delivery","Pictogram1","Pictogram2","Pictogram3","Pictogram4","Pictogram5","Pictogram6","Pictogram7","Pictogram8","Pictogram9","Pictogram10","Coupon","CouponDescription","IntroductionVideo","ElectronicData1","ElectronicData2","ElectronicData1Description","ElectronicData2Description","Notice","Halal","SearchTag","Remarks1","Remarks2","Remarks3","DispFlg","TimeStamp"
"100025","宿泊","","","","","33.093836","129.981996","ホテル華翠苑","843-0304","佐賀県","嬉野市","嬉野町大字岩屋川内甲","333","チェックイン15:00、チェックアウト10:00","年中無休（メンテナンスで休館あり）","0954-42-2111","","身障者等用駐車場／身障者用トイレ／その他（自由記述）","","http://www.kasuien.co.jp/","https://twitter.com/hotel_kasuien","","","1","","2","1","2","2","2","softbank","リニューアル５周年を迎えた、嬉野で最も新しい温泉宿。自慢は最上階9階にある『空中露天風呂』で、ここからの眺めは圧巻です。<br />料理は、県知事表彰受賞など輝かしい経歴を持つ料理長 清水が織りなす和会席を。ご朝食には嬉野温泉名物『温泉湯どうふ』も堪能いただけます。<br />その他、女性用大浴場には９種類の銘柄を自由にご利用いただける『シャンプーバー』もご用意するなど、女性目線のサービスも充実しております。","ＪＲ佐世保線武雄温泉駅からバス40分","1","無料（60台）","1","VISA／Master／AMEX／JCB／銀聯／Diners","100025_1.jpg","100025_2.jpg","100025_3.jpg","外国語メニュー／外国語パンフレット","","佐賀牛、温泉湯どうふ","","","","","お子様メニュー／オムツ交換スペース","","1","","1","","マッサージ","","大人1,080円、小人540円","","","16,350円から","ツイン／和室／和洋室","あり／立ち寄り湯あり","11:30～18:00（日による）","1","2","2","2","2","国内配送可","toilets.png","accessible_facility.png","hotel.png","parking.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","","","","1","2017/03/28 16:41:37"
"100026","宿泊","","","","","33.37362","130.210414","旅館 杉乃家","840-0521","佐賀県","佐賀市","富士町大字小副川","2635","チェックイン15:00、チェックアウト10:00","不定休","0952-58-2216","info@furuyu-suginoya.com","その他（自由記述）","","http://www.furuyu-suginoya.com","","","","1","free-spot","1","2","2","2","2","","静寂に包まれた山の上の宿。日々の喧騒を忘れ、心豊かなくつろぎのひとときをお過ごしください。心の通うおもてなしをなによりも大切に考え、ひとつひとつに、こだわりをもった部屋づくり。木の香り、畳の香りが落ちついたひとときを運びます。<br />また、移ろう四季おりおりの旬の味覚を、山幸彦の腕自慢がまごころ添えておとどけします。心ゆくまで、ご賞味ください。山菜、川魚を中心とした会席料理をお届けしております。","長崎自動車道佐賀大和インターチェンジから車で27分","1","無料（20台）","1","VISA／Master／AMEX／JCB／Diners","100026_1.jpg","100026_2.jpg","100026_3.jpg","","","","","","","","お子様メニュー","","1","","2","","","","大人700円、こども（3才以上）500円","","","12,960円から","和室／和洋室","あり／立ち寄り湯あり","11:00～16:00","2","2","2","2","2","","hotel.png","parking.png","hotspring.png","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 16:43:46"
"100027","宿泊","","","","","33.371548","130.207948","古湯温泉 扇屋","840-0501","佐賀県","佐賀市","富士町大字古湯","873","チェックイン15:00（最終20:00）、チェックアウト10:00","不定休","0952-58-2121","web@furuyu-oogiya.jp","","","http://furuyu-oogiya.com","","","","1","","2","2","2","2","1","","折々の季節に彩られた佐賀の奥座敷「古湯温泉」。かつて画家「青木繁」歌人「斎藤茂吉」が静養したところです。ゆったりしみじみと育てられた素朴なおもてなしが息づいています。<br />掛け流しの温泉につかり日常の喧騒から切り離された癒しのひとときをどうぞお楽しみ下さい。","ＪＲ長崎本線佐賀駅から車で30分。バスで50分、古湯バス停から徒歩３分","1","無料","1","VISA","100027_1.jpg","100027_2.jpg","100027_3.jpg","","","","","","","","お子様メニュー","","1","","2","","","","大人700円、子供350円","","10,000円から（税金入湯税別）","","和室","あり／立ち寄り湯あり","11:00～16:00","1","2","2","2","2","","accessible_facility.png","hotel.png","parking.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","","","","","1","2017/03/28 16:55:48"
"100028","買い物","","","","","33.450181","129.971330","まいづる本店","847-0012","佐賀県","唐津市","大名小路","24-1","9:30～21:00","なし","0955-73-5151","jimusyo100@maizuru.co.jp","スロープあり／身障者等用駐車場／身障者用トイレ","","http://maizuru.co.jp/","","","","1","SAGA_FREE_Wi-Fi","2","2","2","2","1","","佐賀県唐津市中心部に立地する店です。生鮮食品をメインとした売場です。<br />焼きたてパン工房が店内にあり、時間ごとに美味しいパンをお出ししています。","ＪＲ唐津駅から徒歩10分","1","有料（150台）","2","","100028_1.jpg","100028_2.jpg","100028_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","国内配送可／海外配送可","accessible_facility.png","accessible_slope.png","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","1","2017/03/28 16:58:50"
"100029","くらし","","","医療・健康・介護","","33.268662","130.276048","楊鍼灸整骨院","849-0934","佐賀県","佐賀市","開成","3-2-22","8:30～19:00","日曜日、祝日","0952-31-2333","yohshinkyu@mail.goo.ne.jp","スロープあり","","http://www.bunbun.ne.jp/~e-yanagi/","","","","1","","2","2","2","2","2","","当院は、開業25年目を迎える鍼灸マッサージ・整骨院です。<br />通常の施術に加え、酸素カプセル、オーダーで作成する靴のなかにひくインソールも好評です。また、歩行ができずに自宅で療養されている方に往診ではりきゅう及びマッサージ施術を行っており、この制度は健康保険の適応も可能です。高齢の患者様から若いスポーツアスリートまで来院されます。<br />また、自治体から発行される助成券も利用可能で1,000円から施術可能です。","ＪＲ長崎本線佐賀駅から神野公園経由佐賀大学病院行鍋島新村バス停前","1","無料（９台）","2","","100029_1.jpg","100029_2.jpg","100029_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","hospital.png","first_aid.png","accessible_slope.png","parking.png","","","","","","","","","","","","","","","","","","","","1","2017/03/28 17:00:19"
"100030","買い物","","","クルマ・バイク","","33.287302","130.110927","有限会社双輪商会","846-0002","佐賀県","多久市","北多久町大字小侍","45-25","9:00～18:00","日曜日","0952-74-2560","sourin15@dolphin.ocn.ne.jp","","","","","","","1","Guest-48CA","1","1","2","2","2","","","ＪＲ唐津線中多久駅から車で２分","1","無料（３台）","2","","100030_1.jpg","100030_2.jpg","100030_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","parking.png","shop.png","","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 17:01:24"
"100031","宿泊","温泉","","","","33.372218","130.208156","古湯温泉ちっちゃなお宿 山水","840-0501","佐賀県","佐賀市","富士町大字古湯","877-1","チェックイン15:00～18:00、チェックアウト10:00","毎週水曜日","0952-58-2131","","","","http://www.yado-sagashi.com/sansui/","","","","1","sansui","2","2","2","2","2","","当旅館内の喫茶店『和かふぇ』は、古湯温泉で立ち寄り湯を楽しむお客様に大好評です。 ほどける様な口当たりの手作りシフォンケーキやこだわりの豆で淹れるコーヒーがほっこりとした時間を演出してくれます。<br />ぬる湯で有名な古湯温泉にゆったりと浸かり、「和カフェ」で心地よい時間を是非お過ごしください。","佐賀駅バスセンター ⇒ 天河橋バス停（古湯・北山方面へ・約40分）","1","無料（２台）、近隣の市役所にも駐車可能（無料）","2","","100031_1.jpg","100031_2.jpg","100031_3.jpg","","","","","","","","","","1","","2","","","","2,300円～ ※大人３人までの料金。１名追加毎500円追加","","","7,000円（税抜）から","和室","立ち寄り湯あり","10:00～19:00","2","2","2","2","2","","hotel.png","parking.png","restaurant.png","coffee_shop.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","","","","1","2017/03/28 17:04:46"
"100032","買い物","","","","","33.270806","130.293467","若宮ゴールデンラッキー","849-0926","佐賀県","佐賀市","若宮","1-1-10","10:00～23:00","未定","0952-32-3399","wakamiya@g-lucky.co.jp","","","http://g-lucky.net/hl-103/","","","","1","GOLDENLUCKY-WiFi","1","2","2","2","1","","パチンコ＆スロットのアミューズメントホール「若宮ゴールデンラッキー」です。<br />最新チラシや新台入替、最新情報、台スランプグラフをご覧いただけるオリジナルアプリをはじめ、さまざまなサービスを導入し、お客様が快適に過ごしていただける空間として皆様のご来店を心よりお待ちいたしております。<br />初めての方でも楽しめるようスタッフがサポートさせていただきますのでご来店の際はスタッフにお声がけください。","ＪＲ長崎本線佐賀駅から車で５分","1","無料（750台）","2","","100032_1.jpg","100032_2.jpg","","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","coin_lockers.png","telephone.png","taxi_taxistop.png","parking.png","coffee_shop.png","consent.png","","","","","","","","","","","","","","","","","1","2017/03/28 17:06:16"
"100033","宿泊","温泉","","","","33.097457","129.984101","うれしの温泉 ひさご旅館","843-0301","佐賀県","嬉野市","嬉野町大字下宿乙","2145","チェックイン 15：00<br />チェックアウト 10：30","年中無休","0954-42-0447","hisagoryokan@chime.ocn.ne.jp","","","https://www.facebook.com/嬉野温泉-ひさご旅館-438907346185982","","","","1","hisago","1","1","1","2","2","","地元で獲れた新鮮な食材を使った季節の料理は美味。小さい宿だからできる家庭的なサービスでおもてなしいたします。<br />ご夫婦、家族連れ、カップル、またはビジネスなど、様々なニーズに合わせたプランがありますので、お気軽にお問い合わせください。<br />ロビーには、漫画本や小説など、1,000冊以上の本が揃っていますので、のんびりとおくつろぎください。","ＪＲ佐世保線武雄温泉駅からバスで30分<br />長崎自動車道嬉野インターチェンジから車で５分","1","無料（10台）","2","","100033_1.jpg","100033_2.jpg","","","","","","","","","","","1","","2","大浴場","","","","","","","和室","あり","","2","2","2","2","2","","accessible_facility.png","hotel.png","parking.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","","","","","1","2017/03/28 17:07:58"
"100035","くらし","","","","","33.262511","130.296939","iスクエアビル","840-0801","佐賀県","佐賀市","駅前中央","1-8-32","9:00～17:30","土・日曜日、祝日、年末年始","0952-25-8216","","","","","","","","1","isquare free WiFi","2","2","2","1","2","docomo","","ＪＲ長崎本線佐賀駅から徒歩５分","1","有料","2","","100035_1.jpg","100035_2.jpg","100035_3.jpg","","","","","","","","","","2","","2","","","","","","","","","","","2","2","2","2","2","","toilets.png","","","","","","","","","","","","","","","","","","","","","","","1","2017/03/28 17:08:57"
"100036","宿泊","","","","","33.372146","130.206262","東京家旅館","840-0501","佐賀県","佐賀市","富士町大字古湯","836","チェックイン15:30、チェックアウト10:00","不定休","0952-58-2005","toukyouya@b2.bunbun.ne.jp","","","","","","","1","tokyoya","1","2","2","2","1","","創業元禄元年から続く古湯温泉で最も歴史ある老舗旅館です。<br />アルカリ源泉100パーセントのかけ流しのお風呂は純度が高く、ぬる湯の良さを十分に楽しめます。<br />また、地元の旬の素材を取り入れた懐石料理は素材はもちろん、器や温度にもこだわっています。","ＪＲ長崎本線佐賀駅から車で30分<br />長崎自動車道佐賀大和インターチェンジから車で15分","1","無料","2","","100036_1.jpg","100036_2.jpg","100036_3.jpg","","","","","","","","お子様メニュー","","1","","2","","","","","","","7,776円から","和室","あり","","1","2","2","2","2","国内配送可","accessible_facility.png","hotel.png","parking.png","hotspring.png","tatami.png","","","","","","","","","","","","","","","","","","","1","2017/03/28 17:10:48"
